_id,State,PC No,PC Name,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Vote Share
1010,Bihar,29,Nalanda,5,SHASHI KUMAR,Samaj Shakti Party,18472,8,18480,1.61
1011,Bihar,29,Nalanda,6,PRAMOD KUMAR NIRALA,Bahujan Samaj Party,15233,99,15332,1.34
1012,Bihar,29,Nalanda,7,AJEET KUMAR,Independent,14746,4,14750,1.29
1013,Bihar,29,Nalanda,8,VINAY PRATAP SINGH,Rashtriya Sanatan Party,9593,9,9602,0.84
1014,Bihar,29,Nalanda,9,SANJAY RAJESH,Karpoori Janta Dal,7878,9,7887,0.69
1015,Bihar,29,Nalanda,10,SUDHIR DAS,Independent,6804,2,6806,0.59
1016,Bihar,29,Nalanda,11,KANHAIYA LAL YADAV,Jagrook Janta Party,6665,27,6692,0.58
1017,Bihar,29,Nalanda,12,SANYUKTA KUMARI,Independent,6232,6,6238,0.55
1018,Bihar,29,Nalanda,13,AJIT KUMAR,Independent,5515,5,5520,0.48
1019,Bihar,29,Nalanda,14,SHYAM SUNDAR PRASAD,Independent,3922,10,3932,0.34
1020,Bihar,29,Nalanda,15,RAMESH KUMAR,Naki Bharatiya Ekta Party,3840,5,3845,0.34
1021,Bihar,29,Nalanda,16,KISLAY KUMAR,Independent,3599,3,3602,0.31
1022,Bihar,29,Nalanda,17,KESHO JAMADAR,Peoples Party of India (Democratic),3369,18,3387,0.3
1023,Bihar,29,Nalanda,18,SURENDER SINGH,Independent,3341,4,3345,0.29
1024,Bihar,29,Nalanda,19,DILIP KUMAR,Moolniwasi Samaj Party,2724,5,2729,0.24
1025,Bihar,29,Nalanda,20,NAND KISHOR PARASAD,Pragatisheel Magahi Samaj,2456,12,2468,0.22
1026,Bihar,29,Nalanda,21,NISHA RANJAN,Samata Party,2397,18,2415,0.21
1027,Bihar,29,Nalanda,22,SHASHIRANJAN SUMAN,Independent,2331,9,2340,0.2
1028,Bihar,29,Nalanda,23,GHANSHYAM PRASAD SINGH,Independent,2108,2,2110,0.18
1029,Bihar,29,Nalanda,24,KUMAR HARI CHARAN SINGH YADAV,Bharatiya Momin Front,1971,9,1980,0.17
1030,Bihar,29,Nalanda,25,MUNNA KUMAR,Sankhyanupati Bhagidari Party,1937,12,1949,0.17
1031,Bihar,29,Nalanda,26,MUNNA KUMAR,Samajwadi Lok Parishad,1867,13,1880,0.16
1032,Bihar,29,Nalanda,27,PAWAN KUMAR,Independent,1595,2,1597,0.14
1033,Bihar,29,Nalanda,28,PUJA DEVI,Independent,1491,14,1505,0.13
1034,Bihar,29,Nalanda,29,CHANDRA KISHOR PRASAD YADAV,Independent,1177,1,1178,0.1
1035,Bihar,29,Nalanda,30,NOTA,None of the Above,19110,107,19217,1.68
1036,Bihar,30,Patna Sahib,1,RAVI SHANKAR PRASAD,Bharatiya Janata Party,587212,1058,588270,54.7
1037,Bihar,30,Patna Sahib,2,ANSHUL AVIJIT,Indian National Congress,433818,606,434424,40.39
1038,Bihar,30,Patna Sahib,3,RAKESH SHARMA,Independent,9942,1,9943,0.92
1039,Bihar,30,Patna Sahib,4,NEERAJ KUMAR,Bahujan Samaj Party,5912,16,5928,0.55
1040,Bihar,30,Patna Sahib,5,AWADHESH PRASAD,Independent,4973,1,4974,0.46
1041,Bihar,30,Patna Sahib,6,ENG UMESH RAJAK,Peoples Party of India (Democratic),4664,8,4672,0.43
1042,Bihar,30,Patna Sahib,7,SANJAY KUMAR URF SANJAY BALMIKI,Independent,4643,-,4643,0.43
1043,Bihar,30,Patna Sahib,8,DHARMVIR KUMAR BHASKAR,Independent,2415,1,2416,0.22
1044,Bihar,30,Patna Sahib,9,AMIT KUMAR ALBELA,Independent,2050,3,2053,0.19
1045,Bihar,30,Patna Sahib,10,MAHESH KUMAR,Samata Party,2003,-,2003,0.19
1046,Bihar,30,Patna Sahib,11,DHANJAY KUMAR,Rashtriya Jansambhavna Party,1969,2,1971,0.18
1047,Bihar,30,Patna Sahib,12,GULAB PRASAD,Loktantrik Samajwadi Party,1923,2,1925,0.18
1048,Bihar,30,Patna Sahib,13,SUMIT RANJAN SINHA,Akhand Bharat Janpriya Party,1715,1,1716,0.16
1049,Bihar,30,Patna Sahib,14,MAHBOOB ALAM ANSARI,Bharatiya Momin Front,1635,3,1638,0.15
1050,Bihar,30,Patna Sahib,15,DR RAKESH DUTTA MISHRA,Bharatiya Jan Kranti Dal (Democratic),1238,2,1240,0.12
1051,Bihar,30,Patna Sahib,16,SAROJ KUMAR SUMAN,Socialist Unity Centre Of India (COMMUNIST),1078,-,1078,0.1
1052,Bihar,30,Patna Sahib,17,SHAHID ALAM,Jantantra Awaj Party,1040,3,1043,0.1
1053,Bihar,30,Patna Sahib,18,NOTA,None of the Above,5532,27,5559,0.52
1054,Bihar,31,Patliputra,1,MISHA BHARTI,Rashtriya Janata Dal,612147,1136,613283,49.86
1055,Bihar,31,Patliputra,2,RAM KRIPAL YADAV,Bharatiya Janata Party,526608,1501,528109,42.93
1056,Bihar,31,Patliputra,3,DR S P SHARMA,Hindustan Vikas Dal,15139,1,15140,1.23
1057,Bihar,31,Patliputra,4,HARIKESHWAR RAM,Bahujan Samaj Party,10931,34,10965,0.89
1058,Bihar,31,Patliputra,5,VINDU DEVI,Rashtriya Jansambhavna Party,10741,3,10744,0.87
1059,Bihar,31,Patliputra,6,SHIV KUMAR SINGH,Apna Kisan Party,9011,5,9016,0.73
1060,Bihar,31,Patliputra,7,SANJAY KUMAR SINGH,Bhartiya Sarthak Party,4753,-,4753,0.39
1061,Bihar,31,Patliputra,8,MD FAROOQUE RAZA,All India Majlis-E-Ittehadul Muslimeen,4010,13,4023,0.33
1062,Bihar,31,Patliputra,9,RAM NIRANJAN ROY,Rashtrawadi Chetna Party,3914,1,3915,0.32
1063,Bihar,31,Patliputra,10,MRITUNJAY KUMAR,Bhagidari Party(P),3483,-,3483,0.28
1064,Bihar,31,Patliputra,11,DURGESH NANDAN SINGH,Independent,3104,2,3106,0.25
1065,Bihar,31,Patliputra,12,NAGESHWAR PRASAD,Peoples Party of India (Democratic),2048,3,2051,0.17
1066,Bihar,31,Patliputra,13,SUBHASH KUMAR,Bhartiya Lok Chetna Party,1979,-,1979,0.16
1067,Bihar,31,Patliputra,14,NITESH KUMAR PATEL,Adarsh Jankalyan Dal,1816,1,1817,0.15
1068,Bihar,31,Patliputra,15,RANJAN KUMAR,Independent,1807,2,1809,0.15
1069,Bihar,31,Patliputra,16,NIRAJ KUMAR,Independent,1767,4,1771,0.14
1070,Bihar,31,Patliputra,17,KUNAL KUMAR,Hamara Sahara Party,1607,7,1614,0.13
1071,Bihar,31,Patliputra,18,KHUSHBOO KUMARI,Akhil Bhartiya Parivar Party,1479,4,1483,0.12
1072,Bihar,31,Patliputra,19,ANIL DAS,Bhartiya Dalit Party,1465,4,1469,0.12
1073,Bihar,31,Patliputra,20,ANIL KUMAR CHAND,Socialist Unity Centre Of India (COMMUNIST),1421,3,1424,0.12
1074,Bihar,31,Patliputra,21,MADHURI KUMARI,All India Forward Bloc,1301,1,1302,0.11
1075,Bihar,31,Patliputra,22,JAWAHAR SINGH,Bhartiya Manavta Party,1235,2,1237,0.1
1076,Bihar,31,Patliputra,23,NOTA,None of the Above,5573,33,5606,0.46
1077,Bihar,32,Arrah,1,SUDAMA PRASAD,Communist Party of India  (Marxist-Leninist)  (Liberation),526564,2818,529382,48.28
1078,Bihar,32,Arrah,2,R. K. SINGH,Bharatiya Janata Party,464736,4838,469574,42.82
1079,Bihar,32,Arrah,3,VIRENDRA KUMAR SINGH,Independent,23630,5,23635,2.16
1080,Bihar,32,Arrah,4,SHIV DAS SINGH,Independent,13373,6,13379,1.22
1081,Bihar,32,Arrah,5,LAL BADSAH SINGH,Bahujan Samaj Party,10631,195,10826,0.99
1082,Bihar,32,Arrah,6,KRISHNA PASWAN,Bhartiya Kranti Vir Party,8709,40,8749,0.8
1083,Bihar,32,Arrah,7,RANDHIR LAL,Independent,5765,1,5766,0.53
1084,Bihar,32,Arrah,8,NAVNIT KUMAR,Independent,4764,9,4773,0.44
1085,Bihar,32,Arrah,9,RAM SARE SINGH,Peoples Party of India (Democratic),2531,10,2541,0.23
1086,Bihar,32,Arrah,10,DHARMATMA SHARMA,Socialist Unity Centre Of India (COMMUNIST),2449,18,2467,0.22
1087,Bihar,32,Arrah,11,RAMJEE SINGH,Voters Party  International,2435,5,2440,0.22
1088,Bihar,32,Arrah,12,ASHOK TIWARY,Independent,2263,32,2295,0.21
1089,Bihar,32,Arrah,13,MANMOHAN SINGH,Rashtrawadi Janlok Party (Satya),2055,42,2097,0.19
1090,Bihar,32,Arrah,14,SUMITRA DEVI,Jagrook Janta Party,1640,34,1674,0.15
1091,Bihar,32,Arrah,15,NOTA,None of the Above,16864,99,16963,1.55
1092,Bihar,33,Buxar,1,SUDHAKAR SINGH,Rashtriya Janata Dal,435062,3283,438345,40.82
1093,Bihar,33,Buxar,2,MITHILESH TIWARI,Bharatiya Janata Party,405795,2459,408254,38.02
1094,Bihar,33,Buxar,3,ANIL KUMAR,Bahujan Samaj Party,114312,402,114714,10.68
1095,Bihar,33,Buxar,4,ANAND MISHRA S/O- PARAM HANS MISHRA,Independent,46527,882,47409,4.42
1096,Bihar,33,Buxar,5,DADAN YADAV,Independent,15653,183,15836,1.47
1097,Bihar,33,Buxar,6,SUDHAKAR MISHRA,Independent,12742,7,12749,1.19
1098,Bihar,33,Buxar,7,SUNIL KUMAR DUBY,Independent,7757,2,7759,0.72
1099,Bihar,33,Buxar,8,RAM SWAROOP CHAUHAN,Independent,5506,10,5516,0.51
1100,Bihar,33,Buxar,9,RAJU SINGH,Bahujan Mukti Party,4322,17,4339,0.4
1101,Bihar,33,Buxar,10,AANAND MISRA S/O MADAN KUMAR MISRA,Independent,2697,137,2834,0.26
1102,Bihar,33,Buxar,11,BHAGWAN SINGH YADAV,Independent,2045,8,2053,0.19
1103,Bihar,33,Buxar,12,NIRANJAN KUMAR RAY,Independent,1667,2,1669,0.16
1104,Bihar,33,Buxar,13,HEM LATA,Jagrook Janta Party,1554,16,1570,0.15
1105,Bihar,33,Buxar,14,AKHILESH KUMAR PANDEY,Independent,1089,6,1095,0.1
1106,Bihar,33,Buxar,15,NOTA,None of the Above,9572,45,9617,0.9
1107,Bihar,34,Sasaram,1,MANOJ KUMAR,Indian National Congress,509977,3027,513004,46.76
1108,Bihar,34,Sasaram,2,SHIVESH KUMAR,Bharatiya Janata Party,492177,1670,493847,45.01
1109,Bihar,34,Sasaram,3,SANTOSH KUMAR,Bahujan Samaj Party,45491,107,45598,4.16
1110,Bihar,34,Sasaram,4,SHIV SHANKAR RAM,Independent,8009,10,8019,0.73
1111,Bihar,34,Sasaram,5,SANTOSH KUMAR KHARWAR,Bhartiya Gandhiwadi Party,4817,5,4822,0.44
1112,Bihar,34,Sasaram,6,BANARSI DAS,Peoples Party of India (Democratic),4498,-,4498,0.41
1113,Bihar,34,Sasaram,7,AMIT KUMAR AMBEDKAR,Bahujan Mukti Party,2823,11,2834,0.26
1114,Bihar,34,Sasaram,8,PUNAM DEVI,Jantantra Awaj Party,2634,20,2654,0.24
1115,Bihar,34,Sasaram,9,UJARAN MUSAHAR,Jan Janwadi Party,2616,4,2620,0.24
1116,Bihar,34,Sasaram,10,NANDLAL RAM,Rashtriya Samaj Paksha,1956,4,1960,0.18
1117,Bihar,34,Sasaram,11,NOTA,None of the Above,17160,59,17219,1.57
1118,Bihar,35,Karakat,1,RAJA RAM SINGH,Communist Party of India  (Marxist-Leninist)  (Liberation),378922,1659,380581,36.89
1119,Bihar,35,Karakat,2,PAWAN SINGH,Independent,273546,1177,274723,26.63
1120,Bihar,35,Karakat,3,UPENDRA KUSHWAHA,Rashtriya Lok Morcha,253088,788,253876,24.61
1121,Bihar,35,Karakat,4,DHEERAJ KUMAR SINGH,Bahujan Samaj Party,23549,108,23657,2.29
1122,Bihar,35,Karakat,5,RAJA RAM SINGH,Independent,21357,26,21383,2.07
1123,Bihar,35,Karakat,6,PRIYANKA PRASAD CHOUDHARY,All India Majlis-E-Ittehadul Muslimeen,10983,23,11006,1.07
1124,Bihar,35,Karakat,7,AJEET KUMAR SINGH,Peoples Party of India (Democratic),9634,19,9653,0.94
1125,Bihar,35,Karakat,8,VIKASH VINAYAK,Jan Janwadi Party,7661,3,7664,0.74
1126,Bihar,35,Karakat,9,INDRA RAJ ROUSHAN,Independent,6315,9,6324,0.61
1127,Bihar,35,Karakat,10,PRADEEP KUMAR JOSHI,Rashtra Sewa Dal,5891,28,5919,0.57
1128,Bihar,35,Karakat,11,AVADHESH PASAWAN,Bharatiya Aam Awam Party,5527,58,5585,0.54
1129,Bihar,35,Karakat,12,RAJESHWAR PASWAN,Akhil Hind Forward Bloc (Krantikari),5003,3,5006,0.49
1130,Bihar,35,Karakat,13,PRAYAG PASWAN,Socialist Unity Centre Of India (COMMUNIST),4641,5,4646,0.45
1131,Bihar,35,Karakat,14,NOTA,None of the Above,21548,47,21595,2.09
1132,Bihar,36,Jahanabad,1,SURENDRA PRASAD YADAV,Rashtriya Janata Dal,440352,2683,443035,47.88
1133,Bihar,36,Jahanabad,2,CHANDESHWAR PRASAD,Janata Dal  (United),299044,1400,300444,32.47
1134,Bihar,36,Jahanabad,3,ARUN KUMAR,Bahujan Samaj Party,85696,684,86380,9.33
1135,Bihar,36,Jahanabad,4,MINTA DEVI,Independent,16112,11,16123,1.74
1136,Bihar,36,Jahanabad,5,MUNILAL YADAV,Independent,13021,8,13029,1.41
1137,Bihar,36,Jahanabad,6,ASHUTOSH KUMAR,Rashtriya Jan Jan Party,12954,259,13213,1.43
1138,Bihar,36,Jahanabad,7,DEEPAK KUMAR,Jagrook Janta Party,8944,26,8970,0.97
1139,Bihar,36,Jahanabad,8,BUDDHADEV SAV,Independent,5765,8,5773,0.62
1140,Bihar,36,Jahanabad,9,NARESH KUMAR,Independent,5709,3,5712,0.62
1141,Bihar,36,Jahanabad,10,CHANDESHWAR PRASAD,Independent,5356,22,5378,0.58
1142,Bihar,36,Jahanabad,11,PIYUSH SINGH,Shoshit Samaj Dal,4611,7,4618,0.5
1143,Bihar,36,Jahanabad,12,RAJ KISHOR SHARMA,Bhartiya Sarthak Party,3230,13,3243,0.35
1144,Bihar,36,Jahanabad,13,KAPIL CHAUHAN,Jan Janwadi Party,2954,10,2964,0.32
1145,Bihar,36,Jahanabad,14,ASHUTOSH VINAY KUMAR,Rashtriya Garib Dal,2895,14,2909,0.31
1146,Bihar,36,Jahanabad,15,UMA SHANKAR VERMA,Socialist Unity Centre Of India (COMMUNIST),2509,15,2524,0.27
1147,Bihar,36,Jahanabad,16,NOTA,None of the Above,10960,95,11055,1.19
1148,Bihar,37,Aurangabad,1,ABHAY KUMAR SINHA,Rashtriya Janata Dal,463845,1722,465567,49.22
1149,Bihar,37,Aurangabad,2,SUSHIL KUMAR SINGH,Bharatiya Janata Party,384819,1637,386456,40.86
1150,Bihar,37,Aurangabad,3,SUNESH KUMAR,Bahujan Samaj Party,20232,77,20309,2.15
1151,Bihar,37,Aurangabad,4,PRATIBHA RANI,Peoples Party of India (Democratic),12265,43,12308,1.3
1152,Bihar,37,Aurangabad,5,RAJ BALLABH SINGH,Independent,11150,9,11159,1.18
1153,Bihar,37,Aurangabad,6,RAMJIT SINGH,Rashtriya Jansambhavna Party,9237,6,9243,0.98
1154,Bihar,37,Aurangabad,7,SURESH PRASAD VERMA,Independent,6704,7,6711,0.71
1155,Bihar,37,Aurangabad,8,MOHAMMAD WALIULLAH KHAN,Independent,6591,13,6604,0.7
1156,Bihar,37,Aurangabad,9,SHAILESH RAHI,Akhil Hind Forward Bloc (Krantikari),4892,4,4896,0.52
1157,Bihar,37,Aurangabad,10,NOTA,None of the Above,22566,61,22627,2.39
1158,Bihar,38,Gaya,1,JITAN RAM MANJHI,Hindustani Awam Morcha (Secular),492732,2228,494960,51.36
1159,Bihar,38,Gaya,2,KUMAR SARVJEET,Rashtriya Janata Dal,390469,2679,393148,40.8
1160,Bihar,38,Gaya,3,SUSHMA KUMARI,Bahujan Samaj Party,12234,142,12376,1.28
1161,Bihar,38,Gaya,4,DEVENDRA PRATAP,Independent,9209,2,9211,0.96
1162,Bihar,38,Gaya,5,DHEERENDRA PRASAD,Loktantrik Samajwadi Party,5616,13,5629,0.58
1163,Bihar,38,Gaya,6,GIRIDHAR SAPERA,The National Road Map Party of India,4708,19,4727,0.49
1164,Bihar,38,Gaya,7,RANU KUMAR CHAUDHARY,Independent,4495,10,4505,0.47
1165,Bihar,38,Gaya,8,RANJAN KUMAR,Independent,4233,1,4234,0.44
1166,Bihar,38,Gaya,9,AYUSH KUMAR,Independent,4098,5,4103,0.43
1167,Bihar,38,Gaya,10,SURENDRA MANJHI,Rashtriya Jansambhavna Party,3023,12,3035,0.31
1168,Bihar,38,Gaya,11,AMRESH KUMAR,Independent,2800,21,2821,0.29
1169,Bihar,38,Gaya,12,ASHOK KUMAR PASWAN,Independent,2692,9,2701,0.28
1170,Bihar,38,Gaya,13,ARUN KUMAR,Independent,2531,23,2554,0.27
1171,Bihar,38,Gaya,14,SHEO SHANKAR,Bhartiya Lok Chetna Party,2370,14,2384,0.25
1172,Bihar,38,Gaya,15,NOTA,None of the Above,17177,111,17288,1.79
1173,Bihar,39,Nawada,1,VIVEK THAKUR,Bharatiya Janata Party,408537,2071,410608,47.2
1174,Bihar,39,Nawada,2,SHRAWAN KUMAR,Rashtriya Janata Dal,340562,2376,342938,39.42
1175,Bihar,39,Nawada,3,BINOD YADAV,Independent,39391,128,39519,4.54
1176,Bihar,39,Nawada,4,GUNJAN KUMAR,Independent,29444,238,29682,3.41
1177,Bihar,39,Nawada,5,RANJIT KUMAR,Bahujan Samaj Party,16240,76,16316,1.88
1178,Bihar,39,Nawada,6,ANAND KUMAR VERMA,Bharat Jan Jagran Dal,7727,9,7736,0.89
1179,Bihar,39,Nawada,7,GAUTAM KUMAR BABLOO,Bhagidari Party(P),5886,3,5889,0.68
1180,Bihar,39,Nawada,8,GANAURI PANDIT,Peoples Party of India (Democratic),4558,32,4590,0.53
1181,Bihar,39,Nawada,9,NOTA,None of the Above,12555,37,12592,1.45
1182,Bihar,40,Jamui,1,ARUN BHARTI,Lok Janshakti Party(Ram Vilas),508179,867,509046,51.98
1183,Bihar,40,Jamui,2,ARCHANA KUMARI,Rashtriya Janata Dal,395696,868,396564,40.5
1184,Bihar,40,Jamui,3,SUBHASH PASWAN,Independent,13841,34,13875,1.42
1185,Bihar,40,Jamui,4,SAKALDEO DAS,Bahujan Samaj Party,12313,53,12366,1.26
1186,Bihar,40,Jamui,5,SRAWON KUMAR,Rashtriya Jansambhavna Party,8604,21,8625,0.88
1187,Bihar,40,Jamui,6,JAGDISH PRASAD,Loktantrik Samajik Nyay Party,6532,10,6542,0.67
1188,Bihar,40,Jamui,7,SANTOSH KUMAR DAS,Socialist Unity Centre Of India (COMMUNIST),6025,8,6033,0.62
1189,Bihar,40,Jamui,8,NOTA,None of the Above,26148,34,26182,2.67
1190,Goa,1,North Goa,1,SHRIPAD YESSO NAIK,Bharatiya Janata Party,253812,3514,257326,56.43
1191,Goa,1,North Goa,2,RAMAKANT KHALAP,Indian National Congress,140191,1120,141311,30.99
1192,Goa,1,North Goa,3,TUKARAM BHARAT PARAB,Revolutionary Goans Party,45460,233,45693,10.02
1193,Goa,1,North Goa,4,MILAN R VAINGANKAR,Bahujan Samaj Party,1600,25,1625,0.36
1194,Goa,1,North Goa,5,MR SAKHARAM NAIK,Akhil Bhartiya Parivar Party,1404,13,1417,0.31
1195,Goa,1,North Goa,6,SHAKEEL JAMAL SHAIKH,Independent,800,7,807,0.18
1196,Goa,1,North Goa,7,THOMAS AUGUSTINE FERNANDES,Independent,746,13,759,0.17
1197,Goa,1,North Goa,8,ADV VISHAL NAIK,Independent,744,8,752,0.16
1198,Goa,1,North Goa,9,NOTA,None of the Above,6297,31,6328,1.39
1199,Goa,2,South Goa,1,CAPTAIN  VIRIATO FERNANDES,Indian National Congress,216022,1814,217836,48.35
1200,Goa,2,South Goa,2,PALLAVI SHRINIVAS DEMPO,Bharatiya Janata Party,201806,2495,204301,45.35
1201,Goa,2,South Goa,3,RUBERT PEREIRA,Revolutionary Goans Party,18718,167,18885,4.19
1202,Goa,2,South Goa,4,DR SWETA GAONKAR,Bahujan Samaj Party,1545,36,1581,0.35
1203,Goa,2,South Goa,5,DEEPKUMAR D MAPARI,Independent,1309,8,1317,0.29
1204,Goa,2,South Goa,6,DR KALIDAS VAINGANKAR,Independent,707,13,720,0.16
1205,Goa,2,South Goa,7,ALEXY FERNANDES,Independent,526,16,542,0.12
1206,Goa,2,South Goa,8,HARISHCHANDRA SUDHAKAR NAIK,Corruption Abolition Party,487,14,501,0.11
1207,Goa,2,South Goa,9,NOTA,None of the Above,4804,33,4837,1.07
1208,Gujarat,1,Kachchh,1,CHAVDA VINOD LAKHAMSHI,Bharatiya Janata Party,656979,2595,659574,60.23
1209,Gujarat,1,Kachchh,2,NITESH PARBATBHAI LALAN (MATANG),Indian National Congress,389384,1408,390792,35.68
1210,Gujarat,1,Kachchh,3,VIJAY BHACHRA,Bahujan Samaj Party,6075,36,6111,0.56
1211,Gujarat,1,Kachchh,4,VANAZARA HIRABEN DALPATBHAI,Independent,5145,6,5151,0.47
1212,Gujarat,1,Kachchh,5,BABULAL LADHA CHAVDA,Independent,3348,6,3354,0.31
1213,Gujarat,1,Kachchh,6,KAVITABEN DINESHBHAI MACHCHHOYA,Independent,3342,24,3366,0.31
1214,Gujarat,1,Kachchh,7,DEVABHAI MITHABHAI GOHIL,Rashtriya Power Party,2087,14,2101,0.19
1215,Gujarat,1,Kachchh,8,SHAMLIA VIRJI CHAKU,Hindvi Swarajyay Dal,1560,13,1573,0.14
1216,Gujarat,1,Kachchh,9,ARVIND ASHOK SANGHELA,Gujarat Sarva Samaj Party,1509,17,1526,0.14
1217,Gujarat,1,Kachchh,10,BOCHIYA BHIMJI BHIKHA,Sarva Samaj Janata Party,1491,6,1497,0.14
1218,Gujarat,1,Kachchh,11,RAMJIBHAI JAKHUBHAI DAFDA,Right to Recall Party,1357,13,1370,0.13
1219,Gujarat,1,Kachchh,12,NOTA,None of the Above,18604,138,18742,1.71
1220,Gujarat,2,Banaskantha,1,GENIBEN NAGAJI THAKOR,Indian National Congress,667072,4811,671883,48.83
1221,Gujarat,2,Banaskantha,2,DR. REKHABEN HITESHBHAI CHAUDHARI,Bharatiya Janata Party,635760,5717,641477,46.62
1222,Gujarat,2,Banaskantha,3,MANSUNGBHAI MASHRUBHAI PARMAR,Bahujan Samaj Party,9900,29,9929,0.72
1223,Gujarat,2,Banaskantha,4,RATHOD MAVJI BHEMAJI,Independent,7690,6,7696,0.56
1224,Gujarat,2,Banaskantha,5,SHRIMALI ASHOKBHAI BALCHANDBHAI,Independent,5473,8,5481,0.4
1225,Gujarat,2,Banaskantha,6,JASUBHAI GAMAR,Bharat Adivasi Party,4615,11,4626,0.34
1226,Gujarat,2,Banaskantha,7,PATEL PIYUSHBHAI KARSHANBHAI,Bharatiya Yuva Jan Ekta Party,3503,10,3513,0.26
1227,Gujarat,2,Banaskantha,8,BAJAG LASHABHAI LAVAJIBHAI,Independent,2994,15,3009,0.22
1228,Gujarat,2,Banaskantha,9,PRAVINBHAI ISHVARBHAI CHAUHAN,Swatantrata Abhivyakti Party,1822,1,1823,0.13
1229,Gujarat,2,Banaskantha,10,IBRAHIMBHAI PARASANI,Independent,1588,3,1591,0.12
1230,Gujarat,2,Banaskantha,11,PARMAR CHHAGANCHANDRARAJ,Independent,1369,5,1374,0.1
1231,Gujarat,2,Banaskantha,12,CHETANKUMAR KESHAVLAL OZA,Independent,1321,13,1334,0.1
1232,Gujarat,2,Banaskantha,13,NOTA,None of the Above,22034,133,22167,1.61
1233,Gujarat,3,Patan,1,DABHI  BHARATSINHJI  SHANKARJI,Bharatiya Janata Party,585591,6356,591947,49.61
1234,Gujarat,3,Patan,2,CHANDANJI TALAJI THAKOR,Indian National Congress,555134,4937,560071,46.94
1235,Gujarat,3,Patan,3,BALVANT CHHATRALIYA,Bahujan Samaj Party,5811,54,5865,0.49
1236,Gujarat,3,Patan,4,SOYAB HASAM BHORANIYA,Independent,5473,1,5474,0.46
1237,Gujarat,3,Patan,5,THAKOR KISHANBHAI KALUBHAI,Independent,2909,7,2916,0.24
1238,Gujarat,3,Patan,6,SHARMA RAKESHBHAI,Rashtriya Samaj Paksha,2765,9,2774,0.23
1239,Gujarat,3,Patan,7,GHAGHA MASIHULLAH ABDULHAMID,Social Democratic Party Of India,2305,7,2312,0.19
1240,Gujarat,3,Patan,8,CHANDURA DHANJIBHAI LAXAMANBHAI,Independent,2135,25,2160,0.18
1241,Gujarat,3,Patan,9,ABDULHAQ ISMAIL NEDARIYA,Independent,1510,14,1524,0.13
1242,Gujarat,3,Patan,10,ABDULKUDDUS,Independent,1358,2,1360,0.11
1243,Gujarat,3,Patan,11,NOTA,None of the Above,16382,340,16722,1.4
1244,Gujarat,4,Mahesana,1,HARIBHAI PATEL,Bharatiya Janata Party,675614,10792,686406,63.74
1245,Gujarat,4,Mahesana,2,RAMJI THAKOR,Indian National Congress,352578,5782,358360,33.28
1246,Gujarat,4,Mahesana,3,AMRUTLAL MAKWANA,Bahujan Samaj Party,9710,164,9874,0.92
1247,Gujarat,4,Mahesana,4,CHAUHAN PRAKASHKUMAR TRIBHOVANDAS,Akhila Vijaya Party,3866,16,3882,0.36
1248,Gujarat,4,Mahesana,5,PATEL MANUBHAI SHANKARLAL,Independent,3597,75,3672,0.34
1249,Gujarat,4,Mahesana,6,ZALA VIKRAMSINH BANESINH,Rashtra Nirman Party,2949,58,3007,0.28
1250,Gujarat,4,Mahesana,7,NOTA,None of the Above,11002,624,11626,1.08
